Fecha,Dia,Hora,Tipo_de_accidente,Georreferencia
2022-06-03,Viernes,13:15:00,Lateral,"25.767891, -100.166508"
2022-06-03,Viernes,23:02:00,Crucero Con Proyeccion,"25.775389, -100.234032"
2022-06-04,Sabado,20:30:00,De Frente,"25.780079, -100.261444"
2022-06-05,Domingo,04:17:00,Estrellamiento,"25.759724, -100.166786"
2022-06-05,Domingo,09:00:00,Estrellamiento,"25.729384, -100.178166"
2022-06-05,Domingo,11:30:00,Alcance,"25.734644, -100.203019"
2022-06-05,Domingo,11:00:00,Diverso De Reversa,"25.81607, -100.255114"
2022-06-05,Domingo,13:30:00,Crucero,"25.758571, -100.15864"
2022-06-09,Jueves,09:00:00,Alcance,"25.770468, -100.265158"
2022-06-10,Viernes,11:20:00,Alcance,"25.784347, -100.161624"
2022-06-11,Sabado,06:00:00,Estrellamiento,"25.723291, -100.189919"
2022-06-11,Sabado,07:00:00,Estrellamiento,"25.762918, -100.18279"
2022-06-11,Sabado,13:30:00,Volcadura,"25.778944, -100.179601"
2022-06-12,Domingo,01:53:00,Estacionamiento,"25.830518, -100.24497"
2022-06-12,Domingo,22:00:00,Lateral,"25.800102, -100.248524"
2022-06-13,Lunes,08:10:00,Alcance,"25.756352, -100.18123"
2022-06-13,Lunes,12:30:00,Choque Con Movil De Vehiculo,"25.754152, -100.19808"
2022-06-13,Lunes,18:56:00,Atropello,"25.748424, -100.226158"
2022-06-14,Martes,12:50:00,Estrellamiento,"25.77729, -100.226725"
2022-06-14,Martes,01:00:00,Estrellamiento,"25.765724, -100.255339"
2022-06-14,Martes,09:00:00,Alcance,"25.779852, -100.175176"
2022-06-15,Miercoles,19:16:00,Estrellamiento,"25.715642, -100.176911"
2022-06-16,Jueves,17:42:00,Choque Con Movil De Vehiculo,"25.805967, -100.224317"
2022-06-16,Jueves,20:35:00,Lateral Con Huida,"25.77678, -100.186218"
2022-06-17,Viernes,05:00:00,Estrellamiento,"25.714231, -100.167275"
2022-06-17,Viernes,12:00:00,Atropello,"25.771505, -100.168224"
2022-06-17,Viernes,23:50:00,Estrellamiento Con Proyeccion,"25.777581, -100.212877"
2022-06-17,Viernes,03:00:00,Estrellamiento,"25.817718, -100.243392"
2022-06-17,Viernes,23:50:00,Crucero,"25.814523, -100.244971"
2022-06-18,Sabado,03:50:00,Salida De Superficie De Rodamiento,"25.881012, -100.120797"
2022-06-18,Sabado,05:20:00,Alcance Con Huida,"25.767772, -100.198338"
2022-06-18,Sabado,05:30:00,Diverso,"25.703412, -100.129336"
2022-06-18,Sabado,06:40:00,Estrellamiento,"25.783753, -100.22463"
2022-06-18,Sabado,06:00:00,Volcadura,"25.764047, -100.164503"
2022-06-18,Sabado,22:00:00,De Frente Con Huida,"25.738482, -100.151159"
2022-06-19,Domingo,10:08:00,Estrellamiento,"25.733374, -100.198808"
2022-06-20,Lunes,14:00:00,Alcance,"25.737317, -100.155147"
2022-06-20,Lunes,15:10:00,Alcance,"25.785424, -100.13406"
2022-06-20,Lunes,15:50:00,Alcance,"25.797075, -100.231637"
2022-06-20,Lunes,20:00:00,Atropello Con Huida,"25.73107, -100.172948"
2022-06-21,Martes,18:45:00,Estrellamiento,"25.763463, -100.255917"
2022-06-21,Martes,19:00:00,Crucero,"25.754454, -100.169069"
2022-06-23,Jueves,15:15:00,Alcance,"25.782298, -100.188531"
2022-06-23,Jueves,15:10:00,Alcance Con Proyeccion,"25.747934, -100.20139"
2022-06-24,Viernes,01:10:00,Alcance,"25.781046, -100.139191"
2022-06-24,Viernes,01:10:00,Alcance,"25.781293, -100.14005"
2022-06-25,Sabado,12:00:00,Estrellamiento,"25.776266, -100.14716"
2022-06-25,Sabado,01:10:00,Estrellamiento,"25.75644, -100.181235"
2022-06-25,Sabado,23:15:00,Alcance,"25.762129, -100.20705"
2022-06-26,Domingo,04:30:00,Estrellamiento,"25.766752, -100.191235"
2022-06-26,Domingo,06:20:00,Alcance Con Huida,"25.79756, -100.202123"
2022-06-26,Domingo,19:20:00,Crucero Con Huida,"25.752604, -100.176816"
2022-06-27,Lunes,15:30:00,Lateral Con Huida,"25.768185, -100.198392"
2022-06-27,Lunes,15:45:00,Estrellamiento,"25.730079, -100.161693"
2022-06-27,Lunes,23:17:00,Lateral,"25.719419, -100.180273"
2022-06-28,Martes,16:00:00,Estrellamiento,"25.761473, -100.207583"
2022-06-30,Jueves,04:00:00,Estrellamiento,"25.761724, -100.161752"
2022-06-30,Jueves,07:15:00,De Frente,"25.735058, -100.197092"
2022-06-30,Jueves,21:10:00,Alcance Con Huida,"25.797604, -100.202134"
2022-10-01,Sabado,11:25:00,Diverso,"25.730735, -100.164617"
2022-10-01,Sabado,16:25:00,Estrellamiento,"25.742339, -100.15435"
2022-10-01,Sabado,19:35:00,Estrellamiento,"25.78087, -100.253282"
2022-10-01,Sabado,22:35:00,De Frente,"25.741546, -100.159043"
2022-10-01,Sabado,23:45:00,Estrellamiento,"25.826838, -100.227388"
2022-10-02,Domingo,01:50:00,Estrellamiento,"25.711715, -100.13722"
2022-10-02,Domingo,04:30:00,Estrellamiento,"25.805935, -100.224419"
2022-10-02,Domingo,04:00:00,Lateral,"25.782283, -100.188524"
2022-10-02,Domingo,07:30:00,Lateral,"25.707939, -100.158306"
2022-10-02,Domingo,10:00:00,Estrellamiento,"25.73305, -100.150752"
2022-10-02,Domingo,11:00:00,Crucero,"25.76377, -100.174206"
2022-10-02,Domingo,01:20:00,Alcance,"25.772323, -100.192447"
2022-10-03,Lunes,06:54:00,De Frente,"25.743557, -100.200389"
2022-10-03,Lunes,12:00:00,Diverso,"25.739109, -100.14739"
2022-10-03,Lunes,15:00:00,Diverso De Reversa,"25.738087, -100.156115"
2022-10-03,Lunes,17:45:00,Alcance,"25.737839, -100.155289"
2022-10-04,Martes,11:00:00,Caida De Persona,"25.743279, -100.176688"
2022-10-04,Martes,20:00:00,Crucero,"25.788353, -100.190443"
2022-10-05,Miercoles,14:00:00,Alcance Con Proyeccion,"25.763835, -100.193133"
2022-10-06,Jueves,11:00:00,De Frente,"25.811648, -100.250447"
2022-10-06,Jueves,22:10:00,De Frente,"25.763298, -100.242573"
2022-10-07,Viernes,09:00:00,Alcance Con Proyeccion,"25.830972, -100.251658"
2022-10-08,Sabado,14:00:00,Alcance,"25.783911, -100.224616"
2022-10-10,Lunes,15:20:00,Alcance,"25.788816, -100.145575"
2022-10-11,Martes,22:40:00,Estrellamiento,"25.77297, -100.25013"
2022-10-13,Jueves,07:15:00,Lateral,"25.766654, -100.191298"
2022-10-13,Jueves,09:10:00,De Frente,"25.75282, -100.198763"
2022-10-14,Viernes,09:20:00,Crucero,"25.789345, -100.194788"
2022-10-14,Viernes,11:00:00,Lateral,"25.794864, -100.256463"
2022-10-14,Viernes,14:10:00,Estrellamiento,"25.783933, -100.224628"
2022-10-14,Viernes,14:50:00,Lateral,"25.774562, -100.217238"
2022-10-14,Viernes,17:50:00,Lateral,"25.778063, -100.184828"
2022-10-14,Viernes,19:20:00,Atropello,"25.760367, -100.152029"
2022-10-15,Sabado,01:00:00,Diverso,"25.751233, -100.142993"
2022-10-15,Sabado,06:20:00,Estrellamiento Con Huida,"25.762099, -100.257887"
2022-10-15,Sabado,09:30:00,Estrellamiento Con Huida,"25.777517, -100.202392"
2022-10-16,Domingo,07:10:00,Estrellamiento,"25.784237, -100.190814"
2022-10-16,Domingo,14:30:00,Lateral,"25.777209, -100.185356"
2022-10-16,Domingo,21:25:00,Estrellamiento,"25.710107, -100.130916"
2022-10-16,Domingo,23:30:00,Alcance,"25.75283, -100.148701"
2022-10-17,Lunes,06:00:00,Estrellamiento Con Huida,"25.768075, -100.260219"
2022-10-18,Martes,13:11:00,Estrellamiento Con Proyeccion,"25.784077, -100.262657"
2022-10-18,Martes,11:00:00,Crucero,"25.784107, -100.232902"
2022-10-19,Miercoles,09:00:00,Estrellamiento,"25.830711, -100.245164"
2022-10-19,Miercoles,10:35:00,Crucero,"25.740539, -100.193389"
2022-10-19,Miercoles,16:15:00,Crucero,"25.760253, -100.16406"
2022-10-19,Miercoles,16:30:00,Estrellamiento Con Huida,"25.792653, -100.261642"
2022-10-19,Miercoles,16:40:00,Estrellamiento,"25.809054, -100.212016"
2022-10-19,Miercoles,22:15:00,Lateral,"25.775135, -100.236758"
2022-10-20,Jueves,05:00:00,Estrellamiento,"25.74735, -100.17798"
2022-10-21,Viernes,07:01:00,Alcance Con Proyeccion,"25.78692, -100.151893"
2022-10-21,Viernes,01:20:00,Diverso De Reversa,"25.777361, -100.24345"
2022-10-22,Sabado,15:20:00,De Frente Con Huida,"25.802354, -100.248995"
2022-10-22,Sabado,12:00:00,Estrellamiento,"25.774237, -100.239982"
2022-10-22,Sabado,06:20:00,Estrellamiento,"25.797654, -100.236948"
2022-10-23,Domingo,11:00:00,Lateral,"25.769111, -100.24121"
2022-10-26,Miercoles,11:20:00,Estrellamiento Con Proyeccion,"25.763032, -100.182947"
2022-10-26,Miercoles,18:50:00,Crucero,"25.790224, -100.179351"
2022-10-27,Jueves,17:00:00,Estrellamiento,"25.78419, -100.237815"
2022-10-28,Viernes,17:20:00,Lateral,"25.767412, -100.198682"
2022-10-29,Sabado,01:30:00,Alcance,"25.780468, -100.175192"
2022-10-30,Domingo,16:30:00,Lateral,"25.785535, -100.253578"
2022-10-30,Domingo,17:00:00,Alcance,"25.796145, -100.223741"
2022-10-31,Lunes,14:40:00,Estrellamiento,"25.778741, -100.187553"
2022-10-31,Lunes,23:14:00,Alcance,"25.734431, -100.173983"
2022-11-03,Jueves,04:30:00,Estrellamiento,"25.830642, -100.244993"
2022-11-03,Jueves,09:36:00,Atropello,"25.82767, -100.222421"
2022-11-03,Jueves,17:50:00,Lateral,"25.767095, -100.191562"
2022-11-03,Jueves,11:00:00,Alcance,"25.739668, -100.144426"
2022-11-03,Jueves,01:30:00,Choque Con Movil De Vehiculo,"25.748316, -100.162186"
2022-11-04,Viernes,05:00:00,Estrellamiento,"25.78513, -100.159419"
2022-11-04,Viernes,09:06:00,Alcance Con Huida,"25.778412, -100.186163"
2022-11-04,Viernes,12:15:00,Alcance,"25.781121, -100.172853"
2022-11-04,Viernes,20:40:00,Choque Con Movil De Vehiculo,"25.786551, -100.182092"
2022-11-04,Viernes,23:30:00,Diverso De Reversa,"25.743276, -100.176647"
2022-11-05,Sabado,00:47:00,Alcance,"25.756456, -100.181459"
2022-11-05,Sabado,02:20:00,Estrellamiento,"25.745103, -100.177045"
2022-11-05,Sabado,11:00:00,De Frente,"25.766509, -100.17445"
2022-11-05,Sabado,22:40:00,Estrellamiento,"25.808446, -100.229571"
2022-11-06,Domingo,16:00:00,Alcance,"25.729736, -100.147047"
2022-11-07,Lunes,13:16:00,Estrellamiento,"25.789813, -100.143192"
2022-11-07,Lunes,20:25:00,De Frente,"25.747447, -100.177846"
2022-11-08,Martes,07:20:00,Estrellamiento,"25.74753, -100.177789"
2022-11-08,Martes,13:30:00,Estrellamiento Con Huida,"25.775448, -100.261937"
2022-11-10,Jueves,15:00:00,Lateral,"25.762396, -100.14091"
2022-11-10,Jueves,13:30:00,Alcance,"25.779896, -100.197315"
2022-11-10,Jueves,14:00:00,Diverso,"25.780075, -100.184891"
2022-11-10,Jueves,22:00:00,Alcance,"25.747447, -100.177846"
2022-11-11,Viernes,07:00:00,Estrellamiento,"25.75629, -100.23573"
2022-11-11,Viernes,20:31:00,Alcance,"25.767444, -100.198723"
2022-11-12,Sabado,03:00:00,Alcance,"25.784773, -100.256006"
2022-11-12,Sabado,16:05:00,Atropello,"25.782543, -100.250801"
2022-11-12,Sabado,17:50:00,De Frente,"25.754735, -100.197762"
2022-11-13,Domingo,07:00:00,Alcance,"25.78429, -100.264729"
2022-11-16,Miercoles,21:40:00,Lateral Con Proyeccion,"25.769394, -100.166332"
2022-11-18,Viernes,09:15:00,Alcance,"25.722267, -100.139903"
2022-11-18,Viernes,16:00:00,Estrellamiento,"25.794906, -100.267543"
2022-11-18,Viernes,20:00:00,Alcance Con Huida,"25.784719, -100.255807"
2022-11-18,Viernes,22:40:00,Estrellamiento,"25.73061, -100.162965"
2022-11-19,Sabado,05:20:00,Estrellamiento Con Proyeccion,"25.779944, -100.175225"
2022-11-19,Sabado,20:15:00,Estrellamiento,"25.736879, -100.207934"
2022-11-20,Domingo,02:00:00,Estrellamiento Con Volcadura,"25.776713, -100.186194"
2022-11-20,Domingo,02:30:00,Estrellamiento,"25.753059, -100.232858"
2022-11-20,Domingo,06:30:00,Alcance Con Huida,"25.721095, -100.167339"
2022-11-20,Domingo,15:40:00,Diverso,"25.784194, -100.237948"
2022-11-20,Domingo,18:50:00,Crucero,"25.752982, -100.228918"
2022-11-22,Martes,14:30:00,Estrellamiento,"25.743695, -100.218976"
2022-11-22,Martes,22:35:00,Estrellamiento,"25.797477, -100.202096"
2022-11-23,Miercoles,10:00:00,Lateral Con Huida,"25.776189, -100.186333"
2022-11-23,Miercoles,10:35:00,Lateral,"25.728213, -100.172031"
2022-11-23,Miercoles,12:35:00,Alcance Con Huida,"25.787321, -100.248905"
2022-11-23,Miercoles,10:26:00,Estrellamiento Con Huida,"25.794804, -100.217789"
2022-11-24,Jueves,07:30:00,Crucero,"25.714347, -100.167445"
2022-11-24,Jueves,05:35:00,Lateral,"25.786876, -100.151756"
2022-11-24,Jueves,06:50:00,Alcance Con Huida,"25.790217, -100.179358"
2022-11-25,Viernes,02:30:00,Alcance,"25.784318, -100.261243"
2022-11-25,Viernes,10:15:00,Crucero,"25.776815, -100.19526"
2022-11-25,Viernes,19:00:00,Crucero,"25.775259, -100.185424"
2022-11-25,Viernes,21:30:00,Diverso,"25.757631, -100.196111"
2022-11-26,Sabado,01:30:00,Alcance,"25.712013, -100.135597"
2022-11-26,Sabado,06:15:00,Proyeccion,"25.766796, -100.191187"
2022-11-26,Sabado,10:00:00,Estrellamiento,"25.784604, -100.253807"
2022-11-26,Sabado,16:50:00,Estrellamiento Con Huida,"25.711928, -100.161782"
2022-11-26,Sabado,06:20:00,Estrellamiento,"25.812292, -100.245814"
2022-11-27,Domingo,19:30:00,Alcance,"25.814631, -100.154814"
2022-11-28,Lunes,13:21:00,Frontal,"25.78786, -100.180486"
2022-11-30,Miercoles,17:40:00,Estrellamiento,"25.787874, -100.180459"
2022-12-01,Jueves,12:15:00,Lateral,"25.772347, -100.192309"
2022-12-01,Jueves,22:01:00,De Frente,"25.832847, -100.140623"
2022-12-01,Jueves,22:01:00,Estrellamiento,"25.733329, -100.194644"
2022-12-02,Viernes,05:00:00,Crucero,"25.776207, -100.171834"
2022-12-02,Viernes,06:50:00,Lateral,"25.751235, -100.143802"
2022-12-02,Viernes,14:00:00,Lateral,"25.765134, -100.125494"
2022-12-02,Viernes,18:00:00,Lateral Con Huida,"25.764053, -100.141175"
2022-12-02,Viernes,14:50:00,Alcance,"25.784376, -100.23768"
2022-12-02,Viernes,20:00:00,Lateral,"25.757622, -100.196217"
2022-12-02,Viernes,21:30:00,Diverso,"25.717829, -100.171614"
2022-12-02,Viernes,23:30:00,Estrellamiento,"25.768816, -100.248203"
2022-12-04,Domingo,01:20:00,Estrellamiento,"25.745753, -100.174494"
2022-12-04,Domingo,06:10:00,Estrellamiento Con Huida,"25.830512, -100.245088"
2022-12-04,Domingo,06:20:00,Crucero,"25.820464, -100.245418"
2022-12-04,Domingo,08:20:00,Lateral,"25.785895, -100.187395"
2022-12-04,Domingo,10:08:00,Alcance,"25.821017, -100.220686"
2022-12-04,Domingo,07:00:00,Estrellamiento,"25.786896, -100.151779"
2022-12-04,Domingo,11:30:00,Diverso,"25.758677, -100.169301"
2022-12-04,Domingo,13:50:00,Crucero,"25.710828, -100.13529"
2022-12-04,Domingo,18:50:00,Estrellamiento Con Huida,"25.743673, -100.154413"
2022-12-04,Domingo,19:00:00,Lateral,"25.739292, -100.169747"
2022-12-04,Domingo,14:06:00,Alcance,"25.776549, -100.183445"
2022-12-04,Domingo,21:55:00,Alcance Con Proyeccion,"25.763613, -100.242533"
2022-12-04,Domingo,22:00:00,Estrellamiento,"25.767182, -100.19809"
2022-12-04,Domingo,22:40:00,Lateral,"25.736286, -100.174357"
2022-12-04,Domingo,1899-12-30 00:00:00,Estrellamiento,"25.768769, -100.213078"
2022-12-05,Lunes,19:00:00,Lateral Con Proyeccion,"25.797588, -100.202065"
2022-12-06,Martes,15:00:00,Lateral,"25.780645, -100.189762"
2022-12-06,Martes,18:30:00,Estrellamiento,"25.753541, -100.133649"
2022-12-07,Miercoles,13:30:00,De Frente,"25.789326, -100.194856"
2022-12-07,Miercoles,17:50:00,Diverso,"25.781936, -100.187204"
2022-12-07,Miercoles,18:00:00,Alcance Con Proyeccion,"25.779924, -100.175168"
2022-12-08,Jueves,08:15:00,Alcance,"25.725504, -100.069001"
2022-12-08,Jueves,16:00:00,Alcance Con Proyeccion,"25.767183, -100.198217"
2022-12-08,Jueves,16:11:00,Lateral Con Proyeccion,"25.830798, -100.244995"
2022-12-10,Sabado,15:00:00,Lateral,"25.761301, -100.234189"
2022-12-10,Sabado,21:30:00,Lateral Con Proyeccion,"25.767097, -100.191442"
2022-12-11,Domingo,14:35:00,Estrellamiento,"25.790589, -100.255912"
2022-12-11,Domingo,19:45:00,Estrellamiento Con Proyeccion,"25.714787, -100.181277"
2022-12-12,Lunes,19:40:00,Lateral,"25.738667, -100.190106"
2022-12-12,Lunes,21:00:00,Alcance,"25.779943, -100.175243"
2022-12-12,Lunes,22:00:00,Lateral,"25.781073, -100.188904"
2022-12-13,Martes,08:50:00,Crucero,"25.701449, -100.131697"
2022-12-13,Martes,11:36:00,Alcance Con Proyeccion,"25.710838, -100.135283"
2022-12-13,Martes,16:54:00,Alcance,"25.738479, -100.151168"
2022-12-13,Martes,16:30:00,Alcance,"25.776665, -100.186145"
2022-12-13,Martes,18:00:00,Lateral,"25.758683, -100.171895"
2022-12-13,Martes,20:00:00,Lateral,"25.790012, -100.142386"
2022-12-13,Martes,22:15:00,Alcance,"25.764024, -100.126144"
2022-12-13,Martes,21:40:00,Lateral,"25.763853, -100.19315"
2022-12-14,Miercoles,11:45:00,Choque Con Movil De Vehiculo,"25.815938, -100.243544"
2022-12-14,Miercoles,14:30:00,Lateral Con Proyeccion,"25.748813, -100.226104"
2022-12-14,Miercoles,15:01:00,Crucero Con Proyeccion,"25.784577, -100.240553"
2022-12-15,Jueves,09:20:00,Lateral,"25.788826, -100.145587"
2022-12-15,Jueves,10:00:00,Lateral,"25.777148, -100.184081"
2022-12-15,Jueves,13:40:00,Alcance,"25.772325, -100.192448"
2022-12-15,Jueves,16:15:00,Estrellamiento,"25.80098, -100.268091"
2022-12-15,Jueves,16:40:00,Lateral,"25.767089, -100.191467"
2022-12-15,Jueves,16:41:00,Lateral,"25.780407, -100.175174"
2022-12-15,Jueves,21:20:00,Alcance,"25.741229, -100.205272"
2022-12-15,Jueves,20:30:00,Crucero,"25.787223, -100.250065"
2022-12-16,Viernes,08:35:00,De Frente,"25.719024, -100.116461"
2022-12-16,Viernes,06:40:00,Alcance,"25.779943, -100.175243"
2022-12-16,Viernes,15:02:00,Choque Con Movil De Vehiculo,"25.714843, -100.153517"
2022-12-16,Viernes,22:00:00,Estrellamiento,"25.777967, -100.213854"
2022-12-16,Viernes,22:30:00,Salida De La Superficie De Rodamiento,"25.817584, -100.213713"
2022-12-16,Viernes,01:00:00,Choque Con Movil De Vehiculo,"25.762162, -100.206993"
2022-12-16,Viernes,01:10:00,Lateral Con Proyeccion,"25.777284, -100.256636"
2022-12-16,Viernes,03:30:00,Estrellamiento,"25.766553, -100.174309"
2022-12-17,Sabado,21:20:00,Estrellamiento,"25.762162, -100.206993"
2022-12-18,Domingo,12:00:00,Volcadura,"25.764148, -100.242552"
2022-12-18,Domingo,09:30:00,Alcance,"25.716065, -100.155423"
2022-12-18,Domingo,12:10:00,Lateral,"25.779046, -100.255049"
2022-12-18,Domingo,15:03:00,Alcance,"25.802462, -100.170741"
2022-12-18,Domingo,13:00:00,De Frente,"25.803789, -100.156129"
2022-12-18,Domingo,14:49:00,Crucero,"25.772325, -100.192448"
2022-12-18,Domingo,17:30:00,De Frente,"25.812928, -100.257819"
2022-12-19,Lunes,08:00:00,Crucero,"25.768702, -100.26147"
2022-12-19,Lunes,07:10:00,Alcance,"25.776177, -100.265651"
2022-12-19,Lunes,11:00:00,Alcance,"25.748267, -100.162097"
2022-12-19,Lunes,13:30:00,Crucero,"25.739346, -100.1599"
2022-12-20,Martes,07:50:00,Lateral Con Proyeccion,"25.762195, -100.206963"
2022-12-20,Martes,07:00:00,Alcance Con Proyeccion,"25.780486, -100.175564"
2022-12-20,Martes,16:20:00,Estrellamiento,"25.729373, -100.177385"
2022-12-21,Miercoles,10:45:00,De Frente,"25.702771, -100.148325"
2022-12-21,Miercoles,16:20:00,Crucero,"25.791996, -100.266053"
2022-12-21,Miercoles,17:45:00,Atropello,"25.764939, -100.249529"
2022-12-21,Miercoles,07:10:00,Lateral,"25.739166, -100.189022"
2022-12-21,Miercoles,19:01:00,Crucero,"25.772519, -100.260862"
2022-12-21,Miercoles,21:30:00,Estrellamiento,"25.779897, -100.175135"
2022-12-22,Jueves,13:00:00,Alcance,"25.819871, -100.221037"
2022-12-22,Jueves,13:30:00,Atropello,"25.71437, -100.176579"
2022-12-22,Jueves,15:15:00,Crucero,"25.739162, -100.144592"
2022-12-22,Jueves,18:00:00,Alcance,"25.70153, -100.131567"
2022-12-22,Jueves,18:45:00,Lateral,"25.740922, -100.158948"
2022-12-22,Jueves,20:00:00,Crucero,"25.74823, -100.201896"
2022-12-22,Jueves,19:30:00,Alcance Con Proyeccion,"25.772341, -100.192351"
2022-12-22,Jueves,20:40:00,Crucero,"25.772341, -100.192351"
2022-12-22,Jueves,22:00:00,Lateral,"25.746491, -100.192692"
2022-12-22,Jueves,23:30:00,De Frente,"25.745347, -100.184638"
2022-12-22,Jueves,23:50:00,Diverso,"25.790587, -100.248798"
2022-12-22,Jueves,23:00:00,Crucero,"25.766773, -100.190839"
2022-12-23,Viernes,11:50:00,Alcance,"25.736379, -100.174034"
2022-12-23,Viernes,15:14:00,Lateral,"25.779897, -100.175135"
2022-12-23,Viernes,19:00:00,Estrellamiento,"25.758276, -100.249727"
2022-12-23,Viernes,21:10:00,Lateral,"25.756255, -100.235698"
2022-12-23,Viernes,22:30:00,Lateral,"25.779536, -100.187945"
2022-12-23,Viernes,08:35:00,Alcance,"25.729737, -100.147021"
2022-12-23,Viernes,09:55:00,Volcadura Con Proyeccion,"25.756255, -100.235698"
2022-12-24,Sabado,11:50:00,Estrellamiento,"25.735335, -100.156998"
2022-12-24,Sabado,13:55:00,Lateral,"25.782876, -100.165947"
2022-12-24,Sabado,16:20:00,De Frente,"25.764049, -100.16457"
2022-12-24,Sabado,17:50:00,Alcance,"25.751246, -100.143657"
2022-12-24,Sabado,17:10:00,Diverso,"25.783205, -100.237104"
2022-12-24,Sabado,19:30:00,Alcance,"25.778077, -100.184804"
2022-12-24,Sabado,11:35:00,Lateral,"25.747976, -100.201502"
2022-12-25,Domingo,15:00:00,Estrellamiento,"25.739106, -100.195617"
2022-12-26,Lunes,07:50:00,Estrellamiento,"25.745047, -100.177114"
2022-12-26,Lunes,19:20:00,Alcance,"25.795235, -100.199765"
2022-12-26,Lunes,22:20:00,Alcance,"25.73618, -100.207487"
2022-12-27,Martes,08:15:00,Alcance,"25.76302, -100.182898"
2022-12-27,Martes,07:00:00,Caida De Persona,"25.781381, -100.18231"
2022-12-27,Martes,11:00:00,Crucero,"25.772331, -100.192402"
2022-12-27,Martes,12:05:00,Lateral,"25.779919, -100.175143"
2022-12-27,Martes,13:00:00,Alcance,"25.743344, -100.218076"
2022-12-27,Martes,13:30:00,Alcance,"25.76302, -100.182898"
2022-12-27,Martes,11:40:00,Alcance,"25.748672, -100.228822"
2022-12-27,Martes,14:45:00,Estrellamiento,"25.760646, -100.254751"
2022-12-27,Martes,18:15:00,Crucero,"25.700838, -100.133436"
2022-12-27,Martes,,Lateral,"25.751231, -100.14308"
2022-12-27,Martes,18:50:00,Atropello,"25.780752, -100.233214"
2022-12-28,Miercoles,02:00:00,Estrellamiento,"25.749341, -100.156575"
2022-12-28,Miercoles,15:00:00,Alcance,"25.772219, -100.192594"
2022-12-28,Miercoles,14:00:00,Alcance,"25.745087, -100.18"
2022-12-28,Miercoles,17:30:00,Lateral,"25.778942, -100.179659"
2022-12-28,Miercoles,17:00:00,Lateral,"25.772331, -100.192402"
2022-12-28,Miercoles,19:00:00,Alcance,"25.766956, -100.191135"
2022-12-29,Jueves,04:30:00,Estrellamiento,"25.742502, -100.193406"
2022-12-29,Jueves,08:20:00,Crucero,"25.730999, -100.157119"
2022-12-29,Jueves,10:10:00,Alcance,"25.778375, -100.181606"
2022-12-29,Jueves,15:45:00,Estrellamiento,"25.745038, -100.166832"
2022-12-29,Jueves,17:24:00,Estrellamiento,"25.729896, -100.146941"
2022-12-29,Jueves,17:30:00,Lateral,"25.786881, -100.151818"
2022-12-30,Viernes,10:20:00,Estrellamiento,"25.73005, -100.172691"
2022-12-30,Viernes,14:40:00,Estrellamiento,"25.777651, -100.185624"
2022-12-30,Viernes,13:00:00,Estrellamiento,"25.738852, -100.18984"
2022-12-30,Viernes,14:20:00,Alcance,"25.741252, -100.205286"
2022-12-30,Viernes,14:30:00,Alcance,"25.783838, -100.224595"
2022-12-30,Viernes,14:50:00,Lateral,"25.752823, -100.198814"
2022-12-30,Viernes,16:40:00,Crucero,"25.786881, -100.151818"
2022-12-30,Viernes,19:40:00,De Frente,"25.783369, -100.192427"
2022-12-31,Sabado,00:10:00,Alcance,"25.783683, -100.198676"
2022-12-31,Sabado,01:50:00,Lateral,"25.763573, -100.242782"
2022-12-31,Sabado,09:20:00,Alcance,"25.767042, -100.191567"
2022-12-31,Sabado,16:00:00,Salida De La Superficie De Rodamiento,"25.778744, -100.187467"
2021-01-01,Viernes,08:20:00,Alcance Con Estrellamiento,"25.781367, -100.192461"
2021-01-01,Viernes,05:00:00,Alcance Con Estrellamiento,"25.713416, -100.153949"
2021-01-01,Viernes,21:40:00,Alcance Con Huida,"25.75294, -100.198703"
2021-01-03,Domingo,16:37:00,Alcance Con Estrellamiento,"25.830508, -100.116934"
2021-01-03,Domingo,13:20:00,Crucero,"25.773956, -100.263946"
2021-01-04,Lunes,08:45:00,De Frente,"25.77918, -100.196756"
2021-01-04,Lunes,10:30:00,Crucero,"25.78768, -100.248728"
2021-01-04,Lunes,15:50:00,Alcance,"25.729776, -100.147021"
2021-01-04,Lunes,15:30:00,Alcance,"25.76417, -100.192694"
2021-01-04,Lunes,14:50:00,Lateral,"25.807287, -100.249713"
2021-01-04,Lunes,20:35:00,Crucero Con Huida,"25.784979, -100.19133"
2021-01-05,Martes,20:10:00,Alcance Con Estrellamiento,"25.816462, -100.152846"
2021-01-05,Martes,18:23:00,Lateral,"25.777229, -100.185388"
2021-01-06,Miercoles,06:40:00,Alcance,"25.797491, -100.202111"
2021-01-06,Miercoles,16:50:00,Alcance Con Estrellamiento,"25.714584, -100.15561"
2021-01-06,Miercoles,14:00:00,Lateral,"25.786876, -100.152558"
2021-01-06,Miercoles,22:40:00,Crucero,"25.756181, -100.174341"
2021-01-07,Jueves,07:00:00,Alcance Con Estrellamiento,"25.741885, -100.160372"
2021-01-07,Jueves,10:00:00,Lateral,"25.730758, -100.168487"
2021-01-07,Jueves,11:30:00,Alcance Con Estrellamiento,"25.816471, -100.15281"
2021-01-07,Jueves,18:30:00,Diverso,"25.776924, -100.185705"
2021-01-07,Jueves,19:14:00,Lateral,"25.772218, -100.192381"
2021-01-07,Jueves,21:43:00,Crucero,"25.757584, -100.157933"
2021-01-08,Viernes,07:10:00,Lateral,"25.796182, -100.248773"
