Fecha,Dia,Hora,Tipo_de_accidente,Georreferencia
2021-01-01,Viernes,05:40:00,Alcance Con Estrellamiento,"25.768185, -100.248738"
2021-01-01,Viernes,07:30:00,Alcance Con Estrellamiento,"25.713039, -100.154072"
2021-01-01,Viernes,22:20:00,Alcance,"25.778058, -100.213616"
2021-01-01,Viernes,22:30:00,Atropello,"25.797157, -100.2487"
2021-01-02,Sabado,00:56:00,Alcance Con Estrellamiento,"25.785836, -100.25594"
2021-01-02,Sabado,14:40:00,Alcance Con Estrellamiento,"25.768759, -100.213128"
2021-01-02,Sabado,14:40:00,Lateral,"25.753849, -100.152558"
2021-01-03,Domingo,18:30:00,Alcance,"25.777991, -100.213637"
2021-01-03,Domingo,15:00:00,Alcance Con Estrellamiento,"25.824509, -100.226981"
2021-01-04,Lunes,12:40:00,Alcance Con Estrellamiento,"25.817888, -100.237937"
2021-01-04,Lunes,08:40:00,De Frente,"25.734161, -100.157008"
2021-01-04,Lunes,14:00:00,Alcance,"25.777951, -100.186992"
2021-01-04,Lunes,17:00:00,Alcance,"25.782198, -100.241657"
2021-01-04,Lunes,18:30:00,Lateral,"25.778826, -100.237247"
2021-01-04,Lunes,19:30:00,Alcance,"25.780424, -100.175222"
2021-01-04,Lunes,17:30:00,Lateral,"25.76886, -100.230512"
2021-01-04,Lunes,13:55:00,Lateral,"25.775619, -100.186055"
2021-01-04,Lunes,19:40:00,De Frente,"25.714898, -100.157573"
2021-01-05,Martes,08:11:00,Alcance,"25.717681, -100.177004"
2021-01-05,Martes,17:26:00,Crucero Con Huida,"25.763045, -100.260943"
2021-01-06,Miercoles,07:35:00,S/D,"25.746952, -100.186964"
2021-01-06,Miercoles,04:00:00,Alcance,"25.783908, -100.2246"
2021-01-06,Miercoles,18:00:00,Alcance Con Estrellamiento,"25.775079, -100.217471"
2021-01-06,Miercoles,18:45:00,Crucero,"25.778354, -100.181593"
2021-01-06,Miercoles,15:30:00,Crucero,"25.740994, -100.158849"
2021-01-07,Jueves,17:11:00,Alcance Con Estrellamiento,"25.728728, -100.083212"
2021-01-07,Jueves,19:20:00,Lateral,"25.786882, -100.152547"
2021-01-07,Jueves,21:35:00,Crucero,"25.788139, -100.138727"
2021-01-07,Jueves,23:10:00,Diverso (De Reversa ),"25.802193, -100.239514"
2021-01-08,Viernes,02:30:00,Alcance Con Estrellamiento,"25.758332, -100.175421"
2021-01-08,Viernes,07:00:00,Alcance,"25.777147, -100.184016"
2021-01-08,Viernes,08:32:00,Lateral Con Proyeccion,"25.776676, -100.186121"
2021-01-08,Viernes,14:00:00,Lateral,"25.773009, -100.259492"
2021-01-08,Viernes,21:30:00,Alcance,"25.776232, -100.239689"
2021-01-09,Sabado,01:25:00,Alcance Con Estrellamiento,"25.768149, -100.198403"
2021-01-09,Sabado,02:20:00,Diverso,"25.728728, -100.083212"
2021-01-09,Sabado,09:20:00,Salida De Superficie De Rodamiento,"25.756463, -100.181455"
2021-01-09,Sabado,15:50:00,Alcance Con Estrellamiento,"25.742418, -100.234704"
2021-01-09,Sabado,17:20:00,Crucero,"25.819813, -100.221034"
2021-01-09,Sabado,15:00:00,Crucero,"25.784624, -100.18998"
2021-01-09,Sabado,14:00:00,Alcance Con Estrellamiento,"25.70868, -100.163195"
2021-01-09,Sabado,14:00:00,Alcance,"25.778922, -100.179663"
2021-01-09,Sabado,18:50:00,Crucero,"25.737915, -100.163483"
2021-01-10,Domingo,10:00:00,Alcance Con Estrellamiento,"25.784466, -100.18425"
2021-01-10,Domingo,06:20:00,Alcance,"25.792463, -100.229828"
2021-01-10,Domingo,06:20:00,Alcance Con Estrellamiento,"25.727364, -100.144694"
2021-01-10,Domingo,17:40:00,Lateral,"25.784534, -100.25888"
2021-01-11,Lunes,01:35:00,Alcance,"25.79967, -100.248557"
2021-01-11,Lunes,09:12:00,Alcance Con Estrellamiento,"25.767272, -100.198354"
2021-01-11,Lunes,17:15:00,Lateral,"25.779938, -100.174992"
2021-01-11,Lunes,18:00:00,Crucero,"25.723706, -100.166423"
2021-01-12,Martes,16:48:00,Alcance,"25.756456, -100.18141"
2021-01-12,Martes,17:30:00,Lateral,"25.775785, -100.258169"
2021-01-12,Martes,03:00:00,Alcance Con Estrellamiento,"25.825591, -100.227463"
2021-01-13,Miercoles,14:10:00,Diverso,"25.781499, -100.188059"
2021-01-13,Miercoles,16:30:00,Crucero,"25.768798, -100.252224"
2021-01-13,Miercoles,17:30:00,Lateral,"25.728728, -100.083212"
2021-01-13,Miercoles,19:00:00,Alcance Con Estrellamiento,"25.777055, -100.183808"
2021-01-13,Miercoles,00:20:00,De Frente,"25.740903, -100.15878"
2021-01-15,Viernes,13:44:00,Lateral,"25.789916, -100.142711"
2021-01-15,Viernes,12:28:00,Alcance Con Estrellamiento,"25.780283, -100.18046"
2021-01-15,Viernes,15:00:00,Alcance,"25.764688, -100.242518"
2021-01-15,Viernes,15:30:00,Alcance,"25.719659, -100.167907"
2021-01-15,Viernes,17:50:00,Lateral,"25.776424, -100.186023"
2021-01-15,Viernes,21:40:00,Crucero,"25.785973, -100.18518"
2021-01-15,Viernes,21:15:00,Alcance Con Estrellamiento,"25.817621, -100.228162"
2021-01-15,Viernes,09:00:00,Lateral,"25.786521, -100.182097"
2021-01-15,Viernes,10:40:00,Alcance,"25.712057, -100.163529"
2021-01-15,Viernes,17:30:00,Alcance Con Estrellamiento,"25.739568, -100.206173"
2021-01-15,Viernes,15:30:00,Crucero,"25.775142, -100.236703"
2021-01-15,Viernes,10:40:00,Alcance Con Estrellamiento,"25.790641, -100.24857"
2021-01-16,Sabado,00:15:00,Crucero,"25.781161, -100.248838"
2021-01-16,Sabado,01:30:00,Alcance Con Estrellamiento,"25.784561, -100.259018"
2021-01-16,Sabado,05:30:00,Alcance Con Estrellamiento,"25.773881, -100.247798"
2021-01-16,Sabado,09:10:00,Alcance,"25.768175, -100.198393"
2021-01-16,Sabado,14:30:00,Lateral,"25.780346, -100.175177"
2021-01-16,Sabado,21:20:00,Crucero,"25.743163, -100.190008"
2021-01-16,Sabado,23:07:00,Lateral,"25.784307, -100.262659"
2021-01-17,Domingo,07:10:00,Diverso (Incendio De Vehiculo ),"25.767139, -100.246518"
2021-01-17,Domingo,12:00:00,Alcance,"25.784684, -100.255968"
2021-01-18,Lunes,05:45:00,Alcance Con Estrellamiento,"25.775049, -100.234448"
2021-01-18,Lunes,08:50:00,Alcance Con Estrellamiento,"25.755458, -100.152683"
2021-01-18,Lunes,12:00:00,Alcance Con Estrellamiento,"25.797548, -100.202128"
2021-01-18,Lunes,12:20:00,De Frente,"25.755993, -100.15847"
2021-01-18,Lunes,17:00:00,Crucero,"25.76886, -100.230652"
2021-01-19,Martes,09:50:00,Crucero,"25.714427, -100.168713"
2021-01-19,Martes,09:40:00,Diverso,"25.743751, -100.219229"
2021-01-19,Martes,11:30:00,Crucero,"25.759322, -100.168505"
2021-01-19,Martes,09:00:00,Alcance,"25.776516, -100.186327"
2021-01-20,Miercoles,05:50:00,Alcance Con Estrellamiento,"25.772532, -100.200591"
2021-01-20,Miercoles,15:00:00,Alcance,"25.779559, -100.17763"
2021-01-20,Miercoles,17:40:00,Lateral,"25.736858, -100.207851"
2021-01-21,Jueves,00:20:00,Crucero,"25.796867, -100.226965"
2021-01-21,Jueves,07:00:00,Alcance Con Estrellamiento,"25.779261, -100.194586"
2021-01-21,Jueves,09:20:00,Alcance Con Estrellamiento,"25.817668, -100.21391"
2021-01-21,Jueves,09:30:00,Crucero,"25.775735, -100.245336"
2021-01-21,Jueves,10:30:00,Alcance,"25.777854, -100.213697"
2021-01-21,Jueves,10:20:00,Alcance,"25.740959, -100.158881"
2021-01-21,Jueves,01:45:00,De Frente,"25.783372, -100.164852"
2021-01-21,Jueves,18:00:00,Lateral,"25.767255, -100.198378"
2021-01-21,Jueves,18:45:00,De Reversa,"25.730804, -100.188513"
2021-01-21,Jueves,23:00:00,Alcance,"25.807874, -100.231024"
2021-01-22,Viernes,08:10:00,Lateral,"25.788729, -100.18744"
2021-01-22,Viernes,11:00:00,Choque Con Movil De Vehiculo,"25.825596, -100.227409"
2021-01-22,Viernes,09:30:00,Alcance Con Estrellamiento,"25.771812, -100.250283"
2021-01-22,Viernes,10:30:00,Alcance,"25.758148, -100.196411"
2021-01-22,Viernes,10:10:00,Lateral,"25.748041, -100.201341"
2021-01-22,Viernes,10:30:00,Alcance,"25.757985, -100.195922"
2021-01-22,Viernes,19:00:00,Alcance,"25.797705, -100.15678"
2021-01-23,Sabado,10:00:00,Alcance Con Estrellamiento,"25.712817, -100.176581"
2021-01-23,Sabado,07:38:00,Lateral,"25.730105, -100.172199"
2021-01-23,Sabado,14:00:00,Alcance,"25.809062, -100.211854"
2021-01-23,Sabado,15:35:00,Salida De Superficie De Rodamiento,"25.761409, -100.243614"
2021-01-23,Sabado,13:20:00,Alcance Con Estrellamiento,"25.783856, -100.224572"
2021-01-23,Domingo,02:00:00,De Frente,"25.768449, -100.250512"
2021-01-23,Domingo,07:15:00,Salida De Superficie De Rodamiento,"25.731361, -100.157271"
2021-01-23,Domingo,17:00:00,Alcance,"25.724841, -100.17461"
2021-01-25,Lunes,07:30:00,Lateral,"25.819256, -100.220127"
2021-01-25,Lunes,12:00:00,Alcance,"25.752847, -100.198793"
2021-01-25,Lunes,20:10:00,Alcance Con Estrellamiento,"25.759762, -100.158301"
2021-01-26,Martes,05:30:00,Alcance Con Estrellamiento,"25.767372, -100.211655"
2021-01-26,Martes,09:30:00,Alcance,"25.787668, -100.24896"
2021-01-26,Martes,11:00:00,Alcance Con Estrellamiento,"25.830622, -100.245"
2021-01-26,Martes,13:35:00,Diverso,"25.766843, -100.191307"
2021-01-26,Martes,17:25:00,Lateral,"25.78585, -100.18962"
2021-01-26,Martes,18:55:00,Crucero,"25.766395, -100.249106"
2021-01-26,Martes,19:20:00,Lateral,"25.719156, -100.168213"
2021-01-26,Martes,22:45:00,Estrellamiento Con Huida,"25.769625, -100.242805"
2021-01-27,Miercoles,07:30:00,Alcance,"25.71926, -100.174567"
2021-01-27,Miercoles,08:40:00,Alcance,"25.827666, -100.227534"
2021-01-27,Miercoles,10:18:00,Alcance Con Estrellamiento,"25.740905, -100.197527"
2021-01-27,Miercoles,10:30:00,Crucero,"25.762745, -100.164786"
2021-01-27,Miercoles,12:00:00,Lateral,"25.729532, -100.173828"
2021-01-27,Miercoles,16:20:00,Estrellamiento (Derribamiento De Cables ),"25.744913, -100.180103"
2021-01-27,Miercoles,04:30:00,Alcance Con Estrellamiento,"25.829557, -100.231645"
2021-01-28,Jueves,08:15:00,Alcance,"25.76216, -100.206978"
2021-01-28,Jueves,08:00:00,Lateral,"25.779422, -100.190122"
2021-01-28,Jueves,12:30:00,Lateral,"25.707121, -100.146439"
2021-01-28,Jueves,15:30:00,Alcance,"25.768751, -100.261459"
2021-01-28,Jueves,18:50:00,Lateral Con Huida,"25.771388, -100.193365"
2021-01-28,Jueves,19:15:00,Crucero,"25.702121, -100.142394"
2021-01-29,Viernes,09:20:00,Lateral,"25.753239, -100.179813"
2021-01-29,Viernes,17:45:00,Lateral,"25.77295, -100.200784"
2021-01-29,Viernes,18:45:00,Lateral,"25.770544, -100.167676"
2021-01-29,Viernes,20:10:00,Lateral,"25.819854, -100.220842"
2021-01-29,Viernes,23:50:00,Crucero,"25.785106, -100.243071"
2021-01-30,Sabado,17:30:00,Atropello,"25.79023, -100.189161"
2021-01-30,Sabado,17:30:00,Lateral Con Proyeccion,"25.714186, -100.150121"
2021-01-30,Sabado,16:40:00,Alcance,"25.764087, -100.237214"
2021-01-30,Sabado,09:20:00,Crucero,"25.772749, -100.259252"
2021-01-31,Domingo,11:10:00,Crucero,"25.815764, -100.245097"
2021-01-31,Domingo,15:30:00,Crucero,"25.725042, -100.176313"
2021-02-01,Lunes,09:30:00,Falta De Precaucion,"25.711193, -100.154771"
2021-02-01,Lunes,12:00:00,Falta De Precaucion,"25.785313, -100.200427"
2021-02-01,Lunes,14:20:00,Falta De Precaucion,"25.777198, -100.184034"
2021-02-01,Lunes,21:30:00,Falta De Precaucion,"25.811238, -100.223037"
2021-02-02,Martes,10:45:00,Falta De Precaucion,"25.784235, -100.248024"
2021-02-02,Martes,05:00:00,Falta De Precaucion,"25.730291, -100.172296"
2021-02-02,Martes,20:50:00,Falta De Precaucion,"25.763325, -100.242065"
2021-02-02,Martes,23:00:00,Falta De Precaucion,"25.766543, -100.174372"
2021-02-02,Martes,21:30:00,Falta De Precaucion,"25.783876, -100.224609"
2021-02-03,Miercoles,04:20:00,No Guardo Distancia,"25.762145, -100.207093"
2021-02-03,Miercoles,11:25:00,Invasion De Carril,"25.7889, -100.145727"
2021-02-03,Miercoles,11:00:00,No Guardo Distancia,"25.730609, -100.163121"
2021-02-03,Miercoles,14:38:00,Falta De Precaucion,"25.827683, -100.227557"
2021-02-03,Miercoles,20:30:00,Falta De Precaucion,"25.721957, -100.17273"
2021-02-03,Miercoles,21:10:00,Falta De Precaucion,"25.829348, -100.231698"
2021-02-03,Miercoles,21:30:00,Falta De Precaucion,"25.795603, -100.215038"
2021-02-04,Jueves,07:00:00,No Guardo Distancia,"25.767122, -100.191571"
2021-02-04,Jueves,09:30:00,Falta De Precaucion,"25.757873, -100.196073"
2021-02-04,Jueves,13:10:00,No Guardo Distancia,"25.823969, -100.226147"
2021-02-04,Jueves,18:07:00,Falta De Precaucion,"25.77685, -100.241315"
2021-02-04,Jueves,18:10:00,Falta De Precaucion,"25.816519, -100.1528"
2021-02-04,Jueves,18:30:00,No Guardo Distancia,"25.744316, -100.203339"
2021-02-05,Viernes,13:30:00,No Guardo Distancia,"25.78382, -100.224623"
2021-02-05,Viernes,15:30:00,Falta De Precaucion,"25.772714, -100.200788"
2021-02-05,Viernes,20:02:00,No Guardo Distancia,"25.745068, -100.177098"
2021-02-05,Viernes,21:00:00,Falta De Precaucion,"25.737861, -100.15522"
2021-02-06,Sabado,12:00:00,Falta De Precaucion,"25.729839, -100.147373"
2021-02-06,Sabado,11:00:00,Falta De Precaucion,"25.716884, -100.175371"
2021-02-06,Sabado,16:20:00,Falta De Precaucion,"25.786037, -100.265552"
2021-02-06,Sabado,18:35:00,Falta De Precaucion,"25.760923, -100.159598"
2021-02-06,Sabado,17:40:00,Falta De Precaucion,"25.736301, -100.154092"
2021-02-06,Sabado,23:00:00,Falta De Precaucion,"25.809124, -100.211868"
2021-02-06,Sabado,22:50:00,No Guardo Distancia,"25.783884, -100.224612"
2021-02-06,Sabado,21:55:00,No Guardo Distancia,"25.784272, -100.239254"
2021-02-06,Sabado,23:00:00,Falta De Precaucion,"25.739733, -100.164654"
2021-02-06,Sabado,21:20:00,Falta De Precaucion,"25.744994, -100.180121"
2021-02-07,Domingo,03:30:00,Falta De Precaucion,"25.829358, -100.231866"
2021-02-07,Domingo,15:30:00,Falta De Precaucion,"25.769219, -100.255785"
2021-02-07,Domingo,17:41:00,Falta De Precaucion,"25.79709, -100.248734"
2021-02-08,Lunes,20:20:00,Falta De Precaucion,"25.780291, -100.175119"
2021-02-08,Martes,22:30:00,Falta De Precaucion,"25.765411, -100.165318"
2021-02-09,Martes,08:30:00,Falta De Precaucion,"25.703756, -100.153134"
2021-02-09,Martes,12:55:00,Falta De Precaucion,"25.788402, -100.266138"
2021-02-09,Martes,18:10:00,Falta De Precaucion,"25.776088, -100.186937"
2021-02-09,Martes,20:30:00,Falta De Precaucion,"25.756474, -100.181462"
2021-02-09,Martes,16:45:00,No Guardo Distancia,"25.772201, -100.192343"
2021-02-09,Martes,21:35:00,No Guardo Distancia,"25.83077, -100.244943"
2021-02-10,Miercoles,02:00:00,Falta De Precaucion,"25.801492, -100.100733"
2021-02-10,Miercoles,12:10:00,Falta De Precaucion,"25.783861, -100.224701"
2021-02-11,Jueves,05:52:00,No Guardo Distancia,"25.736454, -100.207726"
2021-02-11,Jueves,10:30:00,No Guardo Distancia,"25.774983, -100.204909"
2021-02-11,Jueves,13:30:00,Falta De Precaucion,"25.788717, -100.248704"
2021-02-11,Jueves,10:45:00,No Guardo Distancia,"25.780338, -100.175235"
2021-02-11,Jueves,14:30:00,Falta De Precaucion,"25.767737, -100.198266"
2021-02-11,Jueves,19:10:00,Falta De Precaucion,"25.759789, -100.175951"
2021-02-11,Jueves,07:46:00,Falta De Precaucion,"25.793646, -100.248768"
2021-02-12,Viernes,07:05:00,No Guardo Distancia,"25.777881, -100.213708"
2021-02-12,Viernes,05:50:00,No Guardo Distancia,"25.777881, -100.213708"
2021-02-12,Viernes,08:10:00,Falta De Precaucion,"25.815484, -100.154037"
2021-02-12,Viernes,09:30:00,Falta De Precaucion,"25.78021, -100.190637"
2021-02-12,Viernes,11:40:00,Falta De Precaucion,"25.799206, -100.263995"
2021-02-12,Viernes,15:00:00,Falta De Precaucion,"25.780388, -100.175283"
2021-02-12,Viernes,17:30:00,Falta De Precaucion,"25.787, -100.151817"
2021-02-13,Sabado,01:20:00,Falta De Precaucion,"25.774933, -100.204981"
2021-02-13,Sabado,11:30:00,Falta De Precaucion,"25.73282, -100.156342"
2021-02-13,Sabado,11:40:00,Falta De Precaucion,"25.745891, -100.1965"
2021-02-13,Sabado,08:00:00,No Guardo Distancia,"25.74577, -100.160995"
2021-02-13,Sabado,13:00:00,No Guardo Distancia,"25.783826, -100.224619"
2021-02-13,Sabado,12:35:00,Falta De Precaucion,"25.745619, -100.186322"
2021-02-13,Sabado,08:30:00,No Guardo Distancia,"25.783881, -100.224595"
2021-02-13,Sabado,13:10:00,Giro Indebido,"25.718088, -100.166469"
2021-02-13,Sabado,15:45:00,No Guardo Distancia,"25.776151, -100.186828"
2021-02-13,Sabado,19:10:00,Falta De Precaucion,"25.708482, -100.162665"
2021-02-13,Sabado,21:40:00,Falta De Precaucion,"25.710012, -100.164032"
2021-02-15,Lunes,04:10:00,No Guardo Distancia,"25.722472, -100.167207"
2021-02-15,Lunes,08:40:00,Falta De Precaucion,"25.770571, -100.167698"
2021-02-15,Lunes,07:15:00,No Guardo Distancia,"25.748091, -100.201275"
2021-02-15,Lunes,14:00:00,Falta De Precaucion,"25.772079, -100.248432"
2021-02-15,Lunes,16:30:00,Falta De Precaucion,"25.779164, -100.186601"
2021-02-16,Martes,17:30:00,Falta De Precaucion,"25.784015, -100.224547"
2021-02-17,Miercoles,02:00:00,No Guardo Distancia,"25.769005, -100.150998"
2021-02-17,Miercoles,08:30:00,No Guardo Distancia,"25.768285, -100.198566"
2021-02-17,Miercoles,18:50:00,Falta De Precaucion,"25.745281, -100.184743"
2021-02-18,Jueves,02:10:00,Falta De Precaucion,"25.756433, -100.181464"
2021-02-18,Jueves,02:30:00,Falta De Precaucion,"25.775725, -100.245331"
2021-02-18,Jueves,00:30:00,Falta De Precaucion,"25.783105, -100.188996"
2021-02-18,Jueves,08:00:00,No Guardo Distancia,"25.701689, -100.131821"
2021-02-18,Jueves,17:30:00,Falta De Precaucion,"25.773329, -100.254593"
2021-02-19,Viernes,13:30:00,No Guardo Distancia,"25.745029, -100.180065"
2021-02-19,Viernes,16:50:00,Falta De Precaucion,"25.766301, -100.18967"
2021-02-19,Viernes,16:00:00,Falta De Precaucion,"25.777628, -100.185629"
2021-02-19,Viernes,21:50:00,Falta De Precaucion,"25.717201, -100.155183"
2021-02-20,Sabado,04:30:00,Falta De Precaucion,"25.780923, -100.257234"
2021-02-20,Sabado,10:10:00,No Guardo Distancia,"25.805954, -100.224077"
2021-02-20,Sabado,21:30:00,Falta De Precaucion,"25.740915, -100.158848"
2021-02-21,Domingo,03:00:00,Falta De Precaucion,"25.785786, -100.181628"
2021-02-21,Domingo,04:30:00,Falta De Precaucion,"25.745085, -100.148521"
2021-02-21,Domingo,07:15:00,Falta De Precaucion,"25.787184, -100.185043"
2021-02-21,Domingo,17:15:00,Falta De Precaucion,"25.755161, -100.163474"
2021-02-21,Domingo,19:07:00,No Guardo Distancia,"25.755161, -100.163476"
2021-02-21,Domingo,20:40:00,Falta De Precaucion,"25.813496, -100.157582"
2021-02-21,Domingo,23:40:00,Falta De Precaucion,"25.699032, -100.120594"
2021-02-22,Lunes,00:25:00,No Guardo Distancia,"25.7765, -100.255618"
2021-02-22,Lunes,07:00:00,Falta De Precaucion,"25.809011, -100.212255"
2021-02-22,Lunes,08:15:00,No Guardo Distancia,"25.773744, -100.193307"
2021-02-22,Lunes,10:00:00,Falta De Precaucion,"25.800945, -100.171911"
2021-02-22,Lunes,04:00:00,No Guardo Distancia,"25.701564, -100.131592"
2021-02-22,Lunes,13:40:00,Falta De Precaucion,"25.705116, -100.158186"
2021-02-22,Lunes,17:50:00,No Guardo Distancia,"25.701483, -100.131576"
2021-02-22,Lunes,21:05:00,Falta De Precaucion,"25.792015, -100.263569"
2021-02-23,Martes,00:45:00,Falta De Precaucion,"25.699042, -100.120599"
2021-02-23,Martes,22:01:00,No Guardo Distancia,"25.717485, -100.137349"
2021-02-23,Martes,22:30:00,Falta De Precaucion,"25.771406, -100.234009"
2021-02-23,Martes,04:00:00,Falta De Precaucion,"25.701497, -100.131569"
2021-02-23,Martes,10:00:00,No Guardo Distancia,"25.784119, -100.237714"
2021-02-23,Martes,09:41:00,No Guardo Distancia,"25.829587, -100.231704"
2021-02-23,Martes,15:00:00,No Guardo Distancia,"25.747683, -100.177658"
2021-02-23,Martes,22:15:00,Falta De Precaucion,"25.752171, -100.172518"
2021-02-24,Miercoles,07:15:00,Falta De Precaucion,"25.776246, -100.18592"
2021-02-24,Miercoles,07:30:00,Falta De Precaucion,"25.722365, -100.15414"
2021-02-24,Miercoles,09:30:00,No Guardo Distancia,"25.761208, -100.234093"
2021-02-24,Miercoles,11:10:00,No Guardo Distancia,"25.776697, -100.186147"
2021-02-24,Miercoles,10:30:00,Falta De Precaucion,"25.775967, -100.185863"
2021-02-24,Miercoles,16:30:00,Falta De Precaucion,"25.768167, -100.198529"
2021-02-24,Miercoles,19:00:00,No Guardo Distancia,"25.736536, -100.207825"
2021-02-25,Jueves,08:10:00,No Guardo Distancia,"25.801162, -100.171228"
2021-02-25,Jueves,08:17:00,No Guardo Distancia,"25.763828, -100.193133"
2021-02-25,Jueves,10:15:00,Falta De Precaucion,"25.778761, -100.187442"
2021-02-25,Jueves,10:00:00,Falta De Precaucion,"25.723439, -100.1908"
2021-02-25,Jueves,01:11:00,Falta De Precaucion,"25.808076, -100.216657"
2021-02-26,Viernes,12:00:00,Falta De Precaucion,"25.77911, -100.177946"
2021-02-26,Viernes,16:45:00,Falta De Precaucion,"25.778379, -100.186131"
2021-02-26,Viernes,18:00:00,Falta De Precaucion,"25.813756, -100.259943"
2021-02-27,Sabado,19:15:00,Falta De Precaucion,"25.7641, -100.126294"
2021-02-27,Sabado,20:30:00,Falta De Precaucion,"25.784149, -100.237919"
2021-02-27,Sabado,23:45:00,No Guardo Distancia,"25.71336, -100.136059"
2021-02-27,Sabado,22:50:00,No Guardo Distancia,"25.748263, -100.162105"
2021-02-27,Sabado,07:00:00,No Guardo Distancia,"25.77561, -100.186062"
2021-02-27,Sabado,10:12:00,Falta De Precaucion,"25.748316, -100.201119"
2021-02-27,Sabado,16:40:00,No Guardo Distancia,"25.783936, -100.224728"
2021-02-27,Sabado,15:45:00,Falta De Precaucion,"25.766605, -100.17426"
2021-02-28,Domingo,00:50:00,Falta De Precaucion,"25.779441, -100.182284"
2021-02-28,Domingo,08:30:00,No Guardo Distancia,"25.778622, -100.226167"
2021-02-28,Domingo,14:30:00,No Guardo Distancia,"25.701395, -100.132093"
2021-03-01,Lunes,05:00:00,Alcance,"25.765788, -100.23677"
2021-03-01,Lunes,06:30:00,Atropello,"25.758657, -100.17193"
2021-03-02,Martes,12:15:00,Lateral,"25.751349, -100.143511"
2021-03-02,Martes,10:55:00,Alcance,"25.772558, -100.200533"
2021-03-02,Martes,22:30:00,Crucero,"25.731022, -100.15711"
2021-03-02,Martes,21:30:00,Lateral,"25.766863, -100.190957"
2021-03-03,Miercoles,09:00:00,Lateral,"25.777402, -100.243369"
2021-03-03,Miercoles,14:00:00,De Frente,"25.799958, -100.241509"
2021-03-03,Miercoles,14:30:00,Atropello,"25.760486, -100.172741"
2021-03-03,Miercoles,19:00:00,Crucero,"25.70818, -100.150732"
2021-03-03,Miercoles,21:25:00,Alcance,"25.744808, -100.180043"
2021-03-04,Jueves,08:00:00,Alcance Con Estrellamiento,"25.74444, -100.203281"
2021-03-04,Jueves,11:25:00,Alcance,"25.768297, -100.166674"
2021-03-04,Jueves,14:30:00,Lateral,"25.775605, -100.186126"
2021-03-04,Jueves,18:10:00,Lateral,"25.706237, -100.134004"
2021-03-04,Jueves,21:20:00,Diverso,"25.767232, -100.198351"
2021-03-04,Jueves,07:55:00,Atropello,"25.736375, -100.205625"
2021-03-05,Viernes,20:20:00,Lateral Con Proyeccion,"25.772266, -100.192407"
2021-03-06,Sabado,01:20:00,Alcance,"25.70622, -100.133999"
2021-03-07,Domingo,05:30:00,Alcance,"25.758313, -100.17533"
2021-03-07,Domingo,11:35:00,Crucero,"25.711179, -100.133619"
2021-03-07,Domingo,13:15:00,Alcance,"25.76281, -100.182929"
2021-03-07,Domingo,17:29:00,Crucero,"25.760011, -100.195367"
2021-03-08,Lunes,12:30:00,De Frente,"25.830642, -100.245072"
2021-03-08,Lunes,06:02:00,Alcance,"25.736244, -100.174314"
2021-03-08,Lunes,07:30:00,Alcance,"25.775015, -100.188498"
2021-03-09,Martes,10:40:00,Alcance,"25.702874, -100.14831"
2021-03-09,Martes,15:00:00,Alcance,"25.783772, -100.22472"
2021-03-10,Miercoles,13:20:00,Alcance,"25.748348, -100.201455"
2021-03-11,Jueves,12:50:00,Alcance,"25.753897, -100.157718"
2021-03-10,Miercoles,22:40:00,Alcance,"25.808212, -100.227241"
2021-03-11,Jueves,09:30:00,Estrellamiento Con Proyeccion,"25.767235, -100.236504"
2021-03-11,Jueves,22:58:00,Lateral,"25.784347, -100.237939"
2021-03-11,Jueves,23:15:00,Diverso,"25.760807, -100.161794"
2021-03-11,Jueves,20:00:00,Alcance,"25.780422, -100.17331"
2021-03-12,Viernes,16:00:00,Alcance,"25.785654, -100.191955"
2021-03-12,Viernes,21:00:00,Alcance,"25.729282, -100.157712"
2021-03-12,Viernes,02:45:00,Alcance,"25.79816, -100.202247"
2021-03-13,Sabado,02:30:00,Salida De Superficie De Rodamiento,"25.820518, -100.245419"
2021-03-13,Sabado,13:30:00,Alcance,"25.767153, -100.191675"
2021-03-13,Sabado,17:20:00,Salida De Superficie De Rodamiento,"25.813927, -100.216074"
2021-03-13,Sabado,22:20:00,Alcance,"25.737801, -100.155326"
2021-03-13,Sabado,10:15:00,Crucero,"25.760365, -100.163555"
2021-03-13,Sabado,03:00:00,Alcance,"25.79068, -100.254464"
2021-03-14,Domingo,22:30:00,Crucero,"25.779094, -100.188763"
2021-03-14,Domingo,04:30:00,Salida De Superficie De Rodamiento,"25.811782, -100.16228"
2021-03-14,Domingo,05:46:00,Salida De Superficie De Rodamiento,"25.814612, -100.154824"
2021-03-14,Domingo,09:00:00,De Frente,"25.712113, -100.134973"
2021-03-15,Lunes,09:50:00,Alcance,"25.779868, -100.175163"
2021-03-15,Lunes,19:30:00,Crucero Con Proyeccion,"25.747569, -100.187828"
2021-03-16,Martes,12:20:00,Crucero Con Huida,"25.790293, -100.179309"
2021-03-16,Martes,23:14:00,Alcance,"25.786579, -100.182025"
2021-03-17,Miercoles,11:07:00,Lateral,"25.786599, -100.181997"
2021-03-17,Miercoles,17:40:00,Lateral,"25.739035, -100.170124"
2021-03-18,Jueves,13:20:00,Alcance,"25.705183, -100.158143"
2021-03-18,Jueves,16:50:00,De Frente,"25.77718, -100.184063"
2021-03-19,Viernes,19:50:00,Alcance,"25.724624, -100.165843"
